chapter,depth1,depth2,depth3,title,url
기술·통신,과학기술 용어와 발명품,ㅈ,전신 부호,전신 부호,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%EC%8B%A0_%EB%B6%80%ED%98%B8
기술·통신,과학기술 용어와 발명품,ㅈ,전자 레인지,전자 레인지,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%EC%9E%90_%EB%A0%88%EC%9D%B8%EC%A7%80
기술·통신,과학기술 용어와 발명품,ㅈ,전자 컴퓨터,전자 컴퓨터,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%EC%9E%90_%EC%BB%B4%ED%93%A8%ED%84%B0
기술·통신,과학기술 용어와 발명품,ㅈ,전자 현미경,전자 현미경,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%EC%9E%90_%ED%98%84%EB%AF%B8%EA%B2%BD
기술·통신,과학기술 용어와 발명품,ㅈ,전지,전지,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%EC%A7%80
기술·통신,과학기술 용어와 발명품,ㅈ,전투기,전투기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%ED%88%AC%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅈ,전파 전신,전파 전신,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%ED%8C%8C_%EC%A0%84%EC%8B%A0
기술·통신,과학기술 용어와 발명품,ㅈ,전화기,전화기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%84%ED%99%94%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅈ,정찰기,정찰기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%95%EC%B0%B0%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅈ,제트기,제트기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A0%9C%ED%8A%B8%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅈ,종이,종이,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A2%85%EC%9D%B4
기술·통신,과학기술 용어와 발명품,ㅈ,증기 기관,증기 기관,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A6%9D%EA%B8%B0_%EA%B8%B0%EA%B4%80
기술·통신,과학기술 용어와 발명품,ㅈ,증폭기,증폭기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A6%9D%ED%8F%AD%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅈ,지도,지도,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%80%EB%8F%84
기술·통신,과학기술 용어와 발명품,ㅈ,지레,지레,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%80%EB%A0%88
기술·통신,과학기술 용어와 발명품,ㅈ,지뢰,지뢰,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%80%EB%A2%B0
기술·통신,과학기술 용어와 발명품,ㅈ,지퍼,지퍼,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%80%ED%8D%BC
기술·통신,과학기술 용어와 발명품,ㅈ,진공관,진공관,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%84%EA%B3%B5%EA%B4%80
기술·통신,과학기술 용어와 발명품,ㅈ,진공 청소기,진공 청소기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%84%EA%B3%B5_%EC%B2%AD%EC%86%8C%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅈ,진주,진주,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%84%EC%A3%BC
기술·통신,과학기술 용어와 발명품,ㅈ,집적회로,집적회로,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%88/%EC%A7%91%EC%A0%81%ED%9A%8C%EB%A1%9C
기술·통신,과학기술 용어와 발명품,ㅊ,철강,철강,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8A/%EC%B2%A0%EA%B0%95
기술·통신,과학기술 용어와 발명품,ㅊ,철도,철도,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8A/%EC%B2%A0%EB%8F%84
기술·통신,과학기술 용어와 발명품,ㅊ,초계기,초계기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8A/%EC%B4%88%EA%B3%84%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅊ,초계정,초계정,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8A/%EC%B4%88%EA%B3%84%EC%A0%95
기술·통신,과학기술 용어와 발명품,ㅊ,초전도,초전도,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8A/%EC%B4%88%EC%A0%84%EB%8F%84
기술·통신,과학기술 용어와 발명품,ㅊ,축음기,축음기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8A/%EC%B6%95%EC%9D%8C%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅋ,캠,캠,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8B/%EC%BA%A0
기술·통신,과학기술 용어와 발명품,ㅋ,콤팩트 디스크,콤팩트 디스크,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8B/%EC%BD%A4%ED%8C%A9%ED%8A%B8_%EB%94%94%EC%8A%A4%ED%81%AC
기술·통신,과학기술 용어와 발명품,ㅋ,크랭크,크랭크,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8B/%ED%81%AC%EB%9E%AD%ED%81%AC
기술·통신,과학기술 용어와 발명품,ㅌ,타자기,타자기,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8C/%ED%83%80%EC%9E%90%EA%B8%B0
기술·통신,과학기술 용어와 발명품,ㅌ,태양열 전지,태양열 전지,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8C/%ED%83%9C%EC%96%91%EC%97%B4_%EC%A0%84%EC%A7%80
기술·통신,과학기술 용어와 발명품,ㅌ,터빈 기관,터빈 기관,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8C/%ED%84%B0%EB%B9%88_%EA%B8%B0%EA%B4%80
기술·통신,과학기술 용어와 발명품,ㅌ,텔레비전,텔레비전,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8C/%ED%85%94%EB%A0%88%EB%B9%84%EC%A0%84
기술·통신,과학기술 용어와 발명품,ㅌ,트랜지스터,트랜지스터,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8C/%ED%8A%B8%EB%9E%9C%EC%A7%80%EC%8A%A4%ED%84%B0
기술·통신,과학기술 용어와 발명품,ㅍ,폭탄,폭탄,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%AD%ED%83%84
기술·통신,과학기술 용어와 발명품,ㅍ,폴리스티렌,폴리스티렌,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%8A%A4%ED%8B%B0%EB%A0%8C
기술·통신,과학기술 용어와 발명품,ㅍ,폴리에스테르,폴리에스테르,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%97%90%EC%8A%A4%ED%85%8C%EB%A5%B4
기술·통신,과학기술 용어와 발명품,ㅍ,폴리에틸렌,폴리에틸렌,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%97%90%ED%8B%B8%EB%A0%8C
기술·통신,과학기술 용어와 발명품,ㅍ,폴리염화비닐(PVC),폴리염화비닐(PVC),https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%97%BC%ED%99%94%EB%B9%84%EB%8B%90(PVC)
기술·통신,과학기술 용어와 발명품,ㅍ,폴리염화비닐리덴,폴리염화비닐리덴,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%97%BC%ED%99%94%EB%B9%84%EB%8B%90%EB%A6%AC%EB%8D%B4
기술·통신,과학기술 용어와 발명품,ㅍ,폴리우레탄,폴리우레탄,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%9A%B0%EB%A0%88%ED%83%84
기술·통신,과학기술 용어와 발명품,ㅍ,폴리카보네이트,폴리카보네이트,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%EC%B9%B4%EB%B3%B4%EB%84%A4%EC%9D%B4%ED%8A%B8
기술·통신,과학기술 용어와 발명품,ㅍ,폴리프로필렌,폴리프로필렌,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%8F%B4%EB%A6%AC%ED%94%84%EB%A1%9C%ED%95%84%EB%A0%8C
기술·통신,과학기술 용어와 발명품,ㅍ,풍차,풍차,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EA%B8%B0%EC%88%A0%C2%B7%ED%86%B5%EC%8B%A0/%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0_%EC%9A%A9%EC%96%B4%EC%99%80_%EB%B0%9C%EB%AA%85%ED%92%88/%E3%85%8D/%ED%92%8D%EC%B0%A8
